index,age,workclass,education,marital-status,occupation,race,sex,native-country,salary
*,"[41, 60]",Federal-gov,Graduate,Never-married,Nontechnical,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-spouse-absent,Nontechnical,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Nontechnical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Never-married,Nontechnical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Divorced,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Nontechnical,White,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[61, 80]",Federal-gov,Graduate,Widowed,Nontechnical,White,Male,United-States,>50K
*,"[61, 80]",Federal-gov,Graduate,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Other,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Divorced,Other,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Divorced,Other,White,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Other,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Other,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Other,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Married-civ-spouse,Other,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Divorced,Other,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Never-married,Technical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Graduate,Divorced,Technical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Graduate,Never-married,Technical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Technical,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Technical,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Technical,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Graduate,Divorced,Technical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Technical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Graduate,Never-married,Technical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Technical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Never-married,Technical,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Technical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Never-married,Technical,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Technical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Technical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Married-civ-spouse,Technical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Graduate,Never-married,Technical,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Separated,Nontechnical,Black,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Never-married,Nontechnical,Black,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Never-married,Nontechnical,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Never-married,Nontechnical,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Separated,Nontechnical,Black,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Never-married,Nontechnical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Never-married,Nontechnical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Never-married,Nontechnical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Never-married,Nontechnical,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,High School,Separated,Nontechnical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Never-married,Nontechnical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Widowed,Nontechnical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Divorced,Nontechnical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Widowed,Nontechnical,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Married-civ-spouse,Nontechnical,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,High School,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,High School,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,High School,Never-married,Nontechnical,White,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Married-spouse-absent,Nontechnical,White,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,High School,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,High School,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,High School,Married-civ-spouse,Nontechnical,White,Male,United-States,>50K
*,"[41, 60]",Federal-gov,High School,Married-civ-spouse,Nontechnical,White,Male,United-States,<=50K
