index,age,workclass,education,marital-status,occupation,race,sex,native-country,salary
*,*,Federal-gov,*,Never-married,*,*,Female,*,>50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,<=50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,<=50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,<=50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,<=50K
*,*,Federal-gov,*,Never-married,*,*,Female,*,>50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Female,*,>50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,>50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,<=50K
*,*,Federal-gov,*,Never-married,*,*,Female,*,<=50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,<=50K
*,*,Federal-gov,*,Separated,*,*,Female,*,<=50K
*,*,Federal-gov,*,Never-married,*,*,Female,*,<=50K
*,*,Federal-gov,*,Widowed,*,*,Female,*,<=50K
*,*,Federal-gov,*,Separated,*,*,Female,*,>50K
*,*,Federal-gov,*,Widowed,*,*,Female,*,<=50K
*,*,Federal-gov,*,Never-married,*,*,Female,*,>50K
*,*,Federal-gov,*,Divorced,*,*,Female,*,<=50K
*,*,Federal-gov,*,Never-married,*,*,Male,*,<=50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,<=50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,<=50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,>50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,>50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,>50K
*,*,Federal-gov,*,Divorced,*,*,Male,*,<=50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,<=50K
*,*,Federal-gov,*,Divorced,*,*,Male,*,>50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,>50K
*,*,Federal-gov,*,Never-married,*,*,Male,*,<=50K
*,*,Federal-gov,*,Never-married,*,*,Male,*,<=50K
*,*,Federal-gov,*,Never-married,*,*,Male,*,<=50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,<=50K
*,*,Federal-gov,*,Married-civ-spouse,*,*,Male,*,>50K
