index,age,workclass,education,marital-status,occupation,race,sex,native-country,salary
*,"[1, 20]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[1, 20]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[1, 20]",*,*,Married-spouse-absent,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[1, 20]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[41, 60]",*,*,Widowed,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[41, 60]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Separated,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Married-spouse-absent,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Never-married,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,>50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Separated,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[41, 60]",*,*,Married-spouse-absent,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[61, 80]",*,*,Widowed,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[61, 80]",*,*,Widowed,*,Amer-Indian-Eskimo,Female,*,<=50K
*,"[1, 20]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[1, 20]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-spouse-absent,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,>50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,>50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Divorced,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,>50K
*,"[21, 40]",*,*,Separated,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Separated,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,>50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[21, 40]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,>50K
*,"[41, 60]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-spouse-absent,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-spouse-absent,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,>50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,>50K
*,"[41, 60]",*,*,Married-civ-spouse,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Divorced,*,Amer-Indian-Eskimo,Male,*,<=50K
*,"[41, 60]",*,*,Never-married,*,Amer-Indian-Eskimo,Male,*,<=50K
