index,age,workclass,education,marital-status,occupation,race,sex,native-country,salary
*,*,*,Graduate,*,Nontechnical,*,Female,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Female,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,<=50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Nontechnical,*,Male,*,>50K
*,*,*,Graduate,*,Other,*,Female,*,<=50K
*,*,*,Graduate,*,Other,*,Female,*,<=50K
*,*,*,Graduate,*,Other,*,Female,*,<=50K
*,*,*,Graduate,*,Other,*,Female,*,<=50K
*,*,*,Graduate,*,Other,*,Female,*,<=50K
*,*,*,Graduate,*,Other,*,Female,*,<=50K
*,*,*,Graduate,*,Other,*,Male,*,<=50K
*,*,*,Graduate,*,Other,*,Male,*,<=50K
*,*,*,Graduate,*,Other,*,Male,*,<=50K
*,*,*,Graduate,*,Other,*,Male,*,<=50K
*,*,*,Graduate,*,Other,*,Male,*,>50K
*,*,*,Graduate,*,Other,*,Male,*,>50K
*,*,*,Graduate,*,Other,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,<=50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Female,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,<=50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,Graduate,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,<=50K
*,*,*,High School,*,Nontechnical,*,Female,*,>50K
*,*,*,High School,*,Nontechnical,*,Female,*,>50K
*,*,*,High School,*,Nontechnical,*,Female,*,>50K
*,*,*,High School,*,Nontechnical,*,Female,*,>50K
*,*,*,High School,*,Nontechnical,*,Female,*,>50K
*,*,*,High School,*,Nontechnical,*,Female,*,>50K
*,*,*,High School,*,Nontechnical,*,Female,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,<=50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Nontechnical,*,Male,*,>50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,<=50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Female,*,>50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,<=50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Other,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,<=50K
*,*,*,High School,*,Technical,*,Female,*,>50K
*,*,*,High School,*,Technical,*,Female,*,>50K
*,*,*,High School,*,Technical,*,Female,*,>50K
*,*,*,High School,*,Technical,*,Female,*,>50K
*,*,*,High School,*,Technical,*,Female,*,>50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,<=50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,High School,*,Technical,*,Male,*,>50K
*,*,*,Primary School,*,Nontechnical,*,Female,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Female,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Female,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,<=50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,>50K
*,*,*,Primary School,*,Nontechnical,*,Male,*,>50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Female,*,<=50K
*,*,*,Primary School,*,Other,*,Male,*,<=50K
*,*,*,Primary School,*,Other,*,Male,*,<=50K
*,*,*,Primary School,*,Other,*,Male,*,<=50K
